player__participant__session__code,player__participant__session_id,player__participant__id_in_session,player__participant__code,letter
rbr0meg2,12,1,efocqr91,C
rbr0meg2,12,1,efocqr91,E
rbr0meg2,12,1,efocqr91,A
rbr0meg2,12,2,g36a75pc,I
rbr0meg2,12,2,g36a75pc,Y
rbr0meg2,12,2,g36a75pc,R
rbr0meg2,12,3,lj63o3q1,T
rbr0meg2,12,3,lj63o3q1,I
rbr0meg2,12,3,lj63o3q1,A
xss0puzp,13,1,zp3olsye,T
xss0puzp,13,1,zp3olsye,E
xss0puzp,13,1,zp3olsye,S
xss0puzp,13,2,btllql1i,H
xss0puzp,13,2,btllql1i,O
xss0puzp,13,2,btllql1i,A
xss0puzp,13,3,1fbr56pe,L
xss0puzp,13,3,1fbr56pe,H
xss0puzp,13,3,1fbr56pe,C
qag2y8e5,14,1,2f9q7x26,I
qag2y8e5,14,1,2f9q7x26,H
qag2y8e5,14,1,2f9q7x26,R
qag2y8e5,14,2,8jm5lv4q,Y
qag2y8e5,14,2,8jm5lv4q,C
qag2y8e5,14,2,8jm5lv4q,I
qag2y8e5,14,3,qllqj7d3,F
qag2y8e5,14,3,qllqj7d3,E
qag2y8e5,14,3,qllqj7d3,S
gv2d6pb3,15,1,qg05voyc,B
gv2d6pb3,15,1,qg05voyc,E
gv2d6pb3,15,1,qg05voyc,R
gv2d6pb3,15,2,5sfds5lj,E
gv2d6pb3,15,2,5sfds5lj,S
gv2d6pb3,15,2,5sfds5lj,N
gv2d6pb3,15,3,mkqdyu4u,A
gv2d6pb3,15,3,mkqdyu4u,O
gv2d6pb3,15,3,mkqdyu4u,H
kk4lff02,16,1,o3rg5kt5,T
kk4lff02,16,1,o3rg5kt5,O
kk4lff02,16,1,o3rg5kt5,E
kk4lff02,16,2,in4dikhy,O
kk4lff02,16,2,in4dikhy,E
kk4lff02,16,2,in4dikhy,I
kk4lff02,16,3,zjwd2429,E
kk4lff02,16,3,zjwd2429,O
kk4lff02,16,3,zjwd2429,S
ze75yh41,17,1,x3lf5lzn,I
ze75yh41,17,1,x3lf5lzn,K
ze75yh41,17,1,x3lf5lzn,O
ze75yh41,17,2,cc16c7ni,O
ze75yh41,17,2,cc16c7ni,A
ze75yh41,17,2,cc16c7ni,T
ze75yh41,17,3,3inv7eq6,C
ze75yh41,17,3,3inv7eq6,D
ze75yh41,17,3,3inv7eq6,L
yjg1o8ut,18,1,vao2p2wa,E
yjg1o8ut,18,1,vao2p2wa,R
yjg1o8ut,18,1,vao2p2wa,A
yjg1o8ut,18,2,v6zb3x2o,G
yjg1o8ut,18,2,v6zb3x2o,Y
yjg1o8ut,18,2,v6zb3x2o,T
yjg1o8ut,18,3,qbr3gdic,F
yjg1o8ut,18,3,qbr3gdic,D
yjg1o8ut,18,3,qbr3gdic,G
vkncyz5w,19,1,gr0p7ipe,E
vkncyz5w,19,1,gr0p7ipe,R
vkncyz5w,19,1,gr0p7ipe,O
vkncyz5w,19,2,d4q50zms,O
vkncyz5w,19,2,d4q50zms,A
vkncyz5w,19,2,d4q50zms,R
vkncyz5w,19,3,6t1yxynh,L
vkncyz5w,19,3,6t1yxynh,T
vkncyz5w,19,3,6t1yxynh,R
89ykytnu,20,1,8n9puq6e,T
89ykytnu,20,1,8n9puq6e,R
89ykytnu,20,1,8n9puq6e,S
89ykytnu,20,2,b3bzjv7x,S
89ykytnu,20,2,b3bzjv7x,K
89ykytnu,20,2,b3bzjv7x,N
89ykytnu,20,3,z5lhq79j,R
89ykytnu,20,3,z5lhq79j,D
89ykytnu,20,3,z5lhq79j,E
89ykytnu,20,4,dw7sds69,E
89ykytnu,20,4,dw7sds69,C
89ykytnu,20,4,dw7sds69,T
89ykytnu,20,5,4ft3yddt,S
89ykytnu,20,5,4ft3yddt,A
89ykytnu,20,5,4ft3yddt,T
89ykytnu,20,6,0g1vpmuv,E
89ykytnu,20,6,0g1vpmuv,U
89ykytnu,20,6,0g1vpmuv,T
89ykytnu,20,7,v7hqx6y9,B
89ykytnu,20,7,v7hqx6y9,T
89ykytnu,20,7,v7hqx6y9,I
89ykytnu,20,8,peh9x2qq,N
89ykytnu,20,8,peh9x2qq,E
89ykytnu,20,8,peh9x2qq,O
89ykytnu,20,9,e8p2bgna,L
89ykytnu,20,9,e8p2bgna,S
89ykytnu,20,9,e8p2bgna,E
89ykytnu,20,10,bica5cnd,Q
89ykytnu,20,10,bica5cnd,B
89ykytnu,20,10,bica5cnd,L
89ykytnu,20,11,h9em0uts,E
89ykytnu,20,11,h9em0uts,H
89ykytnu,20,11,h9em0uts,I
89ykytnu,20,12,dfpx5x7p,R
89ykytnu,20,12,dfpx5x7p,D
89ykytnu,20,12,dfpx5x7p,I
89ykytnu,20,13,fggycso7,S
89ykytnu,20,13,fggycso7,A
89ykytnu,20,13,fggycso7,G
89ykytnu,20,14,rt28c8ip,R
89ykytnu,20,14,rt28c8ip,I
89ykytnu,20,14,rt28c8ip,L
89ykytnu,20,15,htnoc99f,R
89ykytnu,20,15,htnoc99f,P
89ykytnu,20,15,htnoc99f,K
89ykytnu,20,16,9oetp3b7,J
89ykytnu,20,16,9oetp3b7,S
89ykytnu,20,16,9oetp3b7,I
89ykytnu,20,17,vmy49st6,I
89ykytnu,20,17,vmy49st6,U
89ykytnu,20,17,vmy49st6,S
89ykytnu,20,18,jrvhshki,C
89ykytnu,20,18,jrvhshki,E
89ykytnu,20,18,jrvhshki,B
89ykytnu,20,19,h88q80t4,G
89ykytnu,20,19,h88q80t4,S
89ykytnu,20,19,h88q80t4,I
89ykytnu,20,20,9pnaohsn,M
89ykytnu,20,20,9pnaohsn,R
89ykytnu,20,20,9pnaohsn,V
c09hp88s,21,1,8y4o4v7h,A
c09hp88s,21,1,8y4o4v7h,E
c09hp88s,21,1,8y4o4v7h,U
c09hp88s,21,2,i8v2v6k6,O
c09hp88s,21,2,i8v2v6k6,I
c09hp88s,21,2,i8v2v6k6,C
c09hp88s,21,3,49k2js7l,T
c09hp88s,21,3,49k2js7l,F
c09hp88s,21,3,49k2js7l,I
ef0hzbwg,22,1,kmneo9q9,S
ef0hzbwg,22,1,kmneo9q9,R
ef0hzbwg,22,1,kmneo9q9,B
ef0hzbwg,22,2,f0zzj5yj,S
ef0hzbwg,22,2,f0zzj5yj,E
ef0hzbwg,22,2,f0zzj5yj,R
ef0hzbwg,22,3,fz8v2kfa,E
ef0hzbwg,22,3,fz8v2kfa,S
ef0hzbwg,22,3,fz8v2kfa,T
ef0hzbwg,22,4,hhi5zsnv,N
ef0hzbwg,22,4,hhi5zsnv,A
ef0hzbwg,22,4,hhi5zsnv,S
ef0hzbwg,22,5,74dfcjcf,T
ef0hzbwg,22,5,74dfcjcf,N
ef0hzbwg,22,5,74dfcjcf,A
ef0hzbwg,22,6,ji49zxof,R
ef0hzbwg,22,6,ji49zxof,U
ef0hzbwg,22,6,ji49zxof,T
ef0hzbwg,22,7,gcssnn1p,D
ef0hzbwg,22,7,gcssnn1p,E
ef0hzbwg,22,7,gcssnn1p,C
ef0hzbwg,22,8,vlt8kkgw,I
ef0hzbwg,22,8,vlt8kkgw,P
ef0hzbwg,22,8,vlt8kkgw,U
ef0hzbwg,22,9,7uore93c,E
ef0hzbwg,22,9,7uore93c,C
ef0hzbwg,22,9,7uore93c,R
ef0hzbwg,22,10,c4bewd55,D
ef0hzbwg,22,10,c4bewd55,U
ef0hzbwg,22,10,c4bewd55,I
ef0hzbwg,22,11,5nzaro6r,N
ef0hzbwg,22,11,5nzaro6r,S
ef0hzbwg,22,11,5nzaro6r,W
ef0hzbwg,22,12,ltb88nlu,C
ef0hzbwg,22,12,ltb88nlu,D
ef0hzbwg,22,12,ltb88nlu,G
ef0hzbwg,22,13,yuoi50co,N
ef0hzbwg,22,13,yuoi50co,H
ef0hzbwg,22,13,yuoi50co,G
ef0hzbwg,22,14,uek5x1ta,E
ef0hzbwg,22,14,uek5x1ta,U
ef0hzbwg,22,14,uek5x1ta,I
ef0hzbwg,22,15,2p57hvng,I
ef0hzbwg,22,15,2p57hvng,O
ef0hzbwg,22,15,2p57hvng,A
ef0hzbwg,22,16,kdgfzmak,S
ef0hzbwg,22,16,kdgfzmak,G
ef0hzbwg,22,16,kdgfzmak,R
ef0hzbwg,22,17,yn71y6f1,R
ef0hzbwg,22,17,yn71y6f1,N
ef0hzbwg,22,17,yn71y6f1,C
ef0hzbwg,22,18,2mubllt3,S
ef0hzbwg,22,18,2mubllt3,Y
ef0hzbwg,22,18,2mubllt3,R
ef0hzbwg,22,19,0tw2sw2e,L
ef0hzbwg,22,19,0tw2sw2e,A
ef0hzbwg,22,19,0tw2sw2e,I
ef0hzbwg,22,20,xuu2od7h,S
ef0hzbwg,22,20,xuu2od7h,E
ef0hzbwg,22,20,xuu2od7h,D
4096k5hh,23,1,k5o6lsbm,Q
4096k5hh,23,1,k5o6lsbm,N
4096k5hh,23,1,k5o6lsbm,P
4096k5hh,23,2,rt6r8wyl,I
4096k5hh,23,2,rt6r8wyl,C
4096k5hh,23,2,rt6r8wyl,E
4096k5hh,23,3,ryf91q8v,E
4096k5hh,23,3,ryf91q8v,R
4096k5hh,23,3,ryf91q8v,L
6ysrnvnv,30,1,cfaogd4d,E
6ysrnvnv,30,1,cfaogd4d,T
6ysrnvnv,30,1,cfaogd4d,B
6ysrnvnv,30,2,djcamfoy,A
6ysrnvnv,30,2,djcamfoy,T
6ysrnvnv,30,2,djcamfoy,U
6ysrnvnv,30,3,b14pjgvv,S
6ysrnvnv,30,3,b14pjgvv,E
6ysrnvnv,30,3,b14pjgvv,N
jrseoprn,35,1,6myrlpvi,A
jrseoprn,35,1,6myrlpvi,N
jrseoprn,35,1,6myrlpvi,E
jrseoprn,35,2,h3mx0s93,R
jrseoprn,35,2,h3mx0s93,I
jrseoprn,35,2,h3mx0s93,F
jrseoprn,35,3,k0q2x5lr,R
jrseoprn,35,3,k0q2x5lr,S
jrseoprn,35,3,k0q2x5lr,I
jrseoprn,35,4,qdr7cfdx,E
jrseoprn,35,4,qdr7cfdx,A
jrseoprn,35,4,qdr7cfdx,L
jrseoprn,35,5,0yrslh0h,D
jrseoprn,35,5,0yrslh0h,I
jrseoprn,35,5,0yrslh0h,T
jrseoprn,35,6,o280qibn,U
jrseoprn,35,6,o280qibn,N
jrseoprn,35,6,o280qibn,P
jrseoprn,35,7,y63y0udw,O
jrseoprn,35,7,y63y0udw,A
jrseoprn,35,7,y63y0udw,H
jrseoprn,35,8,evwyyl1n,O
jrseoprn,35,8,evwyyl1n,Q
jrseoprn,35,8,evwyyl1n,V
jrseoprn,35,9,h0wi0jq1,C
jrseoprn,35,9,h0wi0jq1,S
jrseoprn,35,9,h0wi0jq1,N
jrseoprn,35,10,6y5dwrj8,I
jrseoprn,35,10,6y5dwrj8,Y
jrseoprn,35,10,6y5dwrj8,D
jrseoprn,35,11,piygqhxm,S
jrseoprn,35,11,piygqhxm,E
jrseoprn,35,11,piygqhxm,T
jrseoprn,35,12,rcia0bk0,L
jrseoprn,35,12,rcia0bk0,M
jrseoprn,35,12,rcia0bk0,A
jrseoprn,35,13,8ihubp4p,E
jrseoprn,35,13,8ihubp4p,L
jrseoprn,35,13,8ihubp4p,C
jrseoprn,35,14,z6lb3q99,I
jrseoprn,35,14,z6lb3q99,R
jrseoprn,35,14,z6lb3q99,D
jrseoprn,35,15,dxviqtie,G
jrseoprn,35,15,dxviqtie,O
jrseoprn,35,15,dxviqtie,T
jrseoprn,35,16,qnlm13xf,D
jrseoprn,35,16,qnlm13xf,P
jrseoprn,35,16,qnlm13xf,R
jrseoprn,35,17,jhb6ol1t,N
jrseoprn,35,17,jhb6ol1t,E
jrseoprn,35,17,jhb6ol1t,K
jrseoprn,35,18,sber5ng6,C
jrseoprn,35,18,sber5ng6,K
jrseoprn,35,18,sber5ng6,L
jrseoprn,35,19,sz5o5mmq,O
jrseoprn,35,19,sz5o5mmq,L
jrseoprn,35,19,sz5o5mmq,E
jrseoprn,35,20,ga5stlwn,A
jrseoprn,35,20,ga5stlwn,T
jrseoprn,35,20,ga5stlwn,L
7tbi6mwd,37,1,r57fong8,L
7tbi6mwd,37,1,r57fong8,I
7tbi6mwd,37,1,r57fong8,R
7tbi6mwd,37,2,ea09n7ef,E
7tbi6mwd,37,2,ea09n7ef,A
7tbi6mwd,37,2,ea09n7ef,N
7tbi6mwd,37,3,1wzdpuan,I
7tbi6mwd,37,3,1wzdpuan,W
7tbi6mwd,37,3,1wzdpuan,D
7tbi6mwd,37,4,jk3q7ov1,A
7tbi6mwd,37,4,jk3q7ov1,D
7tbi6mwd,37,4,jk3q7ov1,R
7tbi6mwd,37,5,j1okbscz,R
7tbi6mwd,37,5,j1okbscz,N
7tbi6mwd,37,5,j1okbscz,L
7tbi6mwd,37,6,6uuzuh53,S
7tbi6mwd,37,6,6uuzuh53,G
7tbi6mwd,37,6,6uuzuh53,C
7tbi6mwd,37,7,d1c070ko,M
7tbi6mwd,37,7,d1c070ko,C
7tbi6mwd,37,7,d1c070ko,N
7tbi6mwd,37,8,ufndy54l,L
7tbi6mwd,37,8,ufndy54l,Y
7tbi6mwd,37,8,ufndy54l,T
7tbi6mwd,37,9,i0gqeq1l,S
7tbi6mwd,37,9,i0gqeq1l,O
7tbi6mwd,37,9,i0gqeq1l,L
7tbi6mwd,37,10,2spz1ygs,D
7tbi6mwd,37,10,2spz1ygs,U
7tbi6mwd,37,10,2spz1ygs,E
7tbi6mwd,37,11,01l3bgcm,O
7tbi6mwd,37,11,01l3bgcm,S
7tbi6mwd,37,11,01l3bgcm,A
7tbi6mwd,37,12,fvsl60fl,N
7tbi6mwd,37,12,fvsl60fl,Y
7tbi6mwd,37,12,fvsl60fl,C
7tbi6mwd,37,13,9adixs4g,W
7tbi6mwd,37,13,9adixs4g,L
7tbi6mwd,37,13,9adixs4g,H
7tbi6mwd,37,14,ko3gnzaz,O
7tbi6mwd,37,14,ko3gnzaz,N
7tbi6mwd,37,14,ko3gnzaz,L
7tbi6mwd,37,15,nlcnck6c,O
7tbi6mwd,37,15,nlcnck6c,S
7tbi6mwd,37,15,nlcnck6c,E
7tbi6mwd,37,16,gxycjxjc,R
7tbi6mwd,37,16,gxycjxjc,O
7tbi6mwd,37,16,gxycjxjc,I
7tbi6mwd,37,17,uhkmy641,O
7tbi6mwd,37,17,uhkmy641,S
7tbi6mwd,37,17,uhkmy641,L
7tbi6mwd,37,18,hymio1wj,P
7tbi6mwd,37,18,hymio1wj,I
7tbi6mwd,37,18,hymio1wj,D
7tbi6mwd,37,19,4r9lxan9,E
7tbi6mwd,37,19,4r9lxan9,L
7tbi6mwd,37,19,4r9lxan9,A
7tbi6mwd,37,20,ljkj1snv,I
7tbi6mwd,37,20,ljkj1snv,S
7tbi6mwd,37,20,ljkj1snv,W
pzv22f48,41,1,o7sx05sr,E
pzv22f48,41,1,o7sx05sr,R
pzv22f48,41,1,o7sx05sr,I
pzv22f48,41,2,478wsclo,R
pzv22f48,41,2,478wsclo,C
pzv22f48,41,2,478wsclo,E
pzv22f48,41,3,nqeic4di,M
pzv22f48,41,3,nqeic4di,U
pzv22f48,41,3,nqeic4di,R
pzv22f48,41,4,ddw8u5cc,C
pzv22f48,41,4,ddw8u5cc,N
pzv22f48,41,4,ddw8u5cc,I
pzv22f48,41,5,1xvi6k0h,N
pzv22f48,41,5,1xvi6k0h,E
pzv22f48,41,5,1xvi6k0h,D
pzv22f48,41,6,s56cvnkz,T
pzv22f48,41,6,s56cvnkz,D
pzv22f48,41,6,s56cvnkz,O
pzv22f48,41,7,szqmstvp,N
pzv22f48,41,7,szqmstvp,R
pzv22f48,41,7,szqmstvp,E
pzv22f48,41,8,mvrnznoq,A
pzv22f48,41,8,mvrnznoq,N
pzv22f48,41,8,mvrnznoq,P
pzv22f48,41,9,03zsy9hd,N
pzv22f48,41,9,03zsy9hd,D
pzv22f48,41,9,03zsy9hd,I
pzv22f48,41,10,mb3mo05k,C
pzv22f48,41,10,mb3mo05k,U
pzv22f48,41,10,mb3mo05k,N
pzv22f48,41,11,90a998b8,E
pzv22f48,41,11,90a998b8,L
pzv22f48,41,11,90a998b8,I
pzv22f48,41,12,fov893wp,O
pzv22f48,41,12,fov893wp,D
pzv22f48,41,12,fov893wp,I
pzv22f48,41,13,s6z0wozj,E
pzv22f48,41,13,s6z0wozj,T
pzv22f48,41,13,s6z0wozj,D
pzv22f48,41,14,udkbmg6b,I
pzv22f48,41,14,udkbmg6b,M
pzv22f48,41,14,udkbmg6b,E
pzv22f48,41,15,qhnlpytq,E
pzv22f48,41,15,qhnlpytq,I
pzv22f48,41,15,qhnlpytq,O
pzv22f48,41,16,c4rzireu,R
pzv22f48,41,16,c4rzireu,S
pzv22f48,41,16,c4rzireu,T
pzv22f48,41,17,lfobh0nh,H
pzv22f48,41,17,lfobh0nh,F
pzv22f48,41,17,lfobh0nh,V
pzv22f48,41,18,ej4uc4yq,L
pzv22f48,41,18,ej4uc4yq,T
pzv22f48,41,18,ej4uc4yq,D
pzv22f48,41,19,q3wn4lgf,L
pzv22f48,41,19,q3wn4lgf,C
pzv22f48,41,19,q3wn4lgf,S
pzv22f48,41,20,8wry0bwf,N
pzv22f48,41,20,8wry0bwf,V
pzv22f48,41,20,8wry0bwf,L
frec209s,42,1,uyxok6a7,A
frec209s,42,1,uyxok6a7,I
frec209s,42,1,uyxok6a7,L
